_id,month,street,direction,from_intersection,to_intersection,day_type,time_period,baseline_travel_time,average_travel_time
258,Dec '17,Yonge,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,7.5
259,Dec '17,Yonge,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),7.6,7.6
260,Dec '17,Yonge,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.3,4.9
261,Jan '18,Bathurst,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.1,4.8
262,Jan '18,Bathurst,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),5.2,4.6
263,Jan '18,Bathurst,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.9,4.5
264,Jan '18,Bathurst,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),7.0,5.7
265,Jan '18,Bathurst,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.7,4.5
266,Jan '18,Bathurst,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),5.0,4.5
267,Jan '18,Bathurst,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.1,3.7
268,Jan '18,Bathurst,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.3,5.6
269,Jan '18,Bathurst,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),5.4,4.9
270,Jan '18,Bathurst,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.6,5.5
271,Jan '18,Bathurst,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),6.1,6.1
272,Jan '18,Bathurst,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),5.5,5.4
273,Jan '18,Bathurst,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),5.3,5.0
274,Jan '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,4.0
275,Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.6,11.1
276,Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.7,10.2
277,Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.2,12.4
278,Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),13.7,13.6
279,Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),13.3,12.5
280,Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.9,10.9
281,Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.8,8.1
282,Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),9.4,9.7
283,Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),12.3,10.7
284,Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),13.8,13.2
285,Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.1,13.5
286,Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.9,12.6
287,Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),14.1,12.2
288,Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),9.4,8.7
289,Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.9,13.4
290,Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.5,11.0
291,Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),11.8,11.1
292,Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.3,15.9
293,Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),11.1,10.6
294,Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.4,12.8
295,Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.5,8.8
296,Jan '18,Front,Westbound,Yonge,Bathurst,Weekday,AM Peak (07:00-10:00),9.0,9.0
297,Jan '18,Front,Westbound,Yonge,Bathurst,Weekday,Evening (19:00-23:00),10.1,9.8
298,Jan '18,Front,Westbound,Yonge,Bathurst,Weekday,Midday (10:00-16:00),9.7,9.3
299,Jan '18,Front,Westbound,Yonge,Bathurst,Weekday,PM Peak (16:00-19:00),14.3,13.7
300,Jan '18,Front,Westbound,Yonge,Bathurst,Weekend,Afternoon (12:00-17:00),8.9,8.6
301,Jan '18,Front,Westbound,Yonge,Bathurst,Weekend,Evening (17:00-23:00),10.4,10.1
302,Jan '18,Front,Westbound,Yonge,Bathurst,Weekend,Morning (08:00-12:00),8.5,7.7
303,Jan '18,Jarvis,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),4.1,3.9
304,Jan '18,Jarvis,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),3.9,3.5
305,Jan '18,Jarvis,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),6.0,4.8
306,Jan '18,Jarvis,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),8.5,9.0
307,Jan '18,Jarvis,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.6,3.7
308,Jan '18,Jarvis,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.7,3.5
309,Jan '18,Jarvis,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),3.8,3.1
310,Jan '18,Jarvis,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),4.7,4.3
311,Jan '18,Jarvis,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,3.9
312,Jan '18,Jarvis,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.3,4.6
313,Jan '18,Jarvis,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),4.8,4.4
314,Jan '18,Jarvis,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.5,4.3
315,Jan '18,Jarvis,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.3,3.9
316,Jan '18,Jarvis,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.8,3.4
317,Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.3,12.1
318,Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.6,11.3
319,Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),14.0,13.7
320,Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),16.4,14.8
321,Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),14.5,13.4
322,Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),13.1,11.9
323,Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),9.5,9.0
324,Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),10.5,11.0
325,Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),11.7,11.1
326,Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),12.5,12.9
327,Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.3,14.3
328,Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.6,13.0
329,Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),12.6,11.7
330,Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),8.6,8.8
331,Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),8.8,8.9
332,Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),8.1,7.5
333,Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),11.4,10.0
334,Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),14.5,12.9
335,Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),8.2,8.3
336,Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),8.2,8.2
337,Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),6.3,6.4
338,Jan '18,Spadina,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.6
339,Jan '18,Spadina,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),6.8,5.7
340,Jan '18,Spadina,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.2,6.9
341,Jan '18,Spadina,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),12.1,10.0
342,Jan '18,Spadina,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.9,6.4
343,Jan '18,Spadina,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.7,6.0
344,Jan '18,Spadina,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),5.1,5.0
345,Jan '18,Spadina,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.8,5.4
346,Jan '18,Spadina,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.5,5.8
347,Jan '18,Spadina,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),7.1,6.9
348,Jan '18,Spadina,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),7.8,7.7
349,Jan '18,Spadina,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,7.2
350,Jan '18,Spadina,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),6.9,6.4
351,Jan '18,Spadina,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.9,5.0
352,Jan '18,University,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),3.0,3.4
353,Jan '18,University,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),4.2,4.2
354,Jan '18,University,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.8,4.5
355,Jan '18,University,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,8.4
356,Jan '18,University,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),3.0,3.5
357,Jan '18,University,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.6,4.2
358,Jan '18,University,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),2.8,3.1
359,Jan '18,University,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),8.4,7.6
360,Jan '18,University,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.6
361,Jan '18,University,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.4,5.1
362,Jan '18,University,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),5.1,5.0
363,Jan '18,University,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.0,4.1
364,Jan '18,University,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.4,4.6
365,Jan '18,University,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.3,3.6
366,Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,AM Peak (07:00-10:00),8.4,8.7
367,Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Evening (19:00-23:00),7.5,7.3
368,Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Midday (10:00-16:00),9.0,8.0
369,Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,PM Peak (16:00-19:00),10.9,10.0
370,Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Afternoon (12:00-17:00),9.0,8.6
371,Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Evening (17:00-23:00),7.3,7.9
372,Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Morning (08:00-12:00),7.5,7.0
373,Jan '18,Yonge,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.7
374,Jan '18,Yonge,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),7.3,5.8
375,Jan '18,Yonge,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.0,6.4
376,Jan '18,Yonge,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,8.6
377,Jan '18,Yonge,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.8,6.2
378,Jan '18,Yonge,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.2,6.7
379,Jan '18,Yonge,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.9,4.7
380,Jan '18,Yonge,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),6.9,5.6
381,Jan '18,Yonge,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.8,5.4
382,Jan '18,Yonge,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),8.3,6.3
383,Jan '18,Yonge,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),8.1,6.8
384,Jan '18,Yonge,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,6.3
385,Jan '18,Yonge,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),7.6,6.3
386,Jan '18,Yonge,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.3,4.3
387,Feb '18,Bathurst,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.1,5.3
388,Feb '18,Bathurst,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),5.2,5.4
389,Feb '18,Bathurst,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.9,6.1
390,Feb '18,Bathurst,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),7.0,5.9
391,Feb '18,Bathurst,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.7,5.0
392,Feb '18,Bathurst,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),5.0,5.0
393,Feb '18,Bathurst,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.1,4.0
394,Feb '18,Bathurst,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.3,5.9
395,Feb '18,Bathurst,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),5.4,5.5
396,Feb '18,Bathurst,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.6,6.3
397,Feb '18,Bathurst,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),6.1,6.4
398,Feb '18,Bathurst,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),5.5,6.1
399,Feb '18,Bathurst,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),5.3,5.6
400,Feb '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,4.4
401,Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.6,10.7
402,Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.7,10.5
403,Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.2,12.2
404,Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),13.7,13.8
405,Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),13.3,12.2
406,Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.9,11.6
407,Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.8,8.3
408,Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),9.4,9.8
409,Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),12.3,11.1
410,Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),13.8,13.3
411,Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.1,14.3
412,Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.9,13.2
413,Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),14.1,11.8
414,Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),9.4,9.0
415,Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.9,13.0
416,Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.5,11.9
417,Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),11.8,11.8
418,Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.3,17.0
419,Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),11.1,13.1
420,Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.4,12.6
421,Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.5,9.3
422,Feb '18,Front,Westbound,Yonge,Bathurst,Weekday,AM Peak (07:00-10:00),9.0,10.1
423,Feb '18,Front,Westbound,Yonge,Bathurst,Weekday,Evening (19:00-23:00),10.1,10.5
424,Feb '18,Front,Westbound,Yonge,Bathurst,Weekday,Midday (10:00-16:00),9.7,11.1
425,Feb '18,Front,Westbound,Yonge,Bathurst,Weekday,PM Peak (16:00-19:00),14.3,17.3
426,Feb '18,Front,Westbound,Yonge,Bathurst,Weekend,Afternoon (12:00-17:00),8.9,12.9
427,Feb '18,Front,Westbound,Yonge,Bathurst,Weekend,Evening (17:00-23:00),10.4,11.9
428,Feb '18,Front,Westbound,Yonge,Bathurst,Weekend,Morning (08:00-12:00),8.5,7.7
429,Feb '18,Jarvis,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),4.1,4.1
430,Feb '18,Jarvis,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),3.9,3.6
431,Feb '18,Jarvis,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),6.0,5.2
432,Feb '18,Jarvis,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),8.5,9.1
433,Feb '18,Jarvis,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.6,3.8
434,Feb '18,Jarvis,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.7,3.6
435,Feb '18,Jarvis,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),3.8,3.2
436,Feb '18,Jarvis,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),4.7,4.7
437,Feb '18,Jarvis,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,3.9
438,Feb '18,Jarvis,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.3,4.9
439,Feb '18,Jarvis,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),4.8,4.3
440,Feb '18,Jarvis,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.5,4.1
441,Feb '18,Jarvis,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.3,4.0
442,Feb '18,Jarvis,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.8,3.5
443,Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.3,12.0
444,Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.6,12.0
445,Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),14.0,13.8
446,Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),16.4,15.9
447,Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),14.5,13.9
448,Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),13.1,12.2
449,Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),9.5,9.0
450,Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),10.5,10.9
451,Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),11.7,11.4
452,Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),12.5,13.3
453,Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.3,15.3
454,Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.6,13.2
455,Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),12.6,12.0
456,Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),8.6,8.7
457,Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),8.8,9.7
458,Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),8.1,8.4
459,Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),11.4,14.4
460,Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),14.5,14.9
461,Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),8.2,10.1
462,Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),8.2,8.8
463,Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),6.3,6.6
464,Feb '18,Spadina,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.6
465,Feb '18,Spadina,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),6.8,6.2
466,Feb '18,Spadina,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.2,7.5
467,Feb '18,Spadina,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),12.1,8.8
468,Feb '18,Spadina,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.9,7.0
469,Feb '18,Spadina,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.7,6.3
470,Feb '18,Spadina,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),5.1,5.1
471,Feb '18,Spadina,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.8,5.8
472,Feb '18,Spadina,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.5,6.3
473,Feb '18,Spadina,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),7.1,7.7
474,Feb '18,Spadina,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),7.8,8.1
475,Feb '18,Spadina,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,7.7
476,Feb '18,Spadina,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),6.9,6.8
477,Feb '18,Spadina,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.9,5.5
478,Feb '18,University,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),3.0,3.5
479,Feb '18,University,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),4.2,4.4
480,Feb '18,University,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.8,5.5
481,Feb '18,University,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,9.7
482,Feb '18,University,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),3.0,3.9
483,Feb '18,University,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.6,4.2
484,Feb '18,University,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),2.8,3.1
485,Feb '18,University,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),8.4,7.8
486,Feb '18,University,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,5.0
487,Feb '18,University,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.4,5.7
488,Feb '18,University,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),5.1,5.6
489,Feb '18,University,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.0,4.1
490,Feb '18,University,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.4,4.7
491,Feb '18,University,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.3,3.5
492,Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,AM Peak (07:00-10:00),8.4,8.9
493,Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Evening (19:00-23:00),7.5,7.4
494,Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Midday (10:00-16:00),9.0,8.6
495,Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,PM Peak (16:00-19:00),10.9,10.9
496,Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Afternoon (12:00-17:00),9.0,8.4
497,Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Evening (17:00-23:00),7.3,7.3
498,Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Morning (08:00-12:00),7.5,7.5
499,Feb '18,Yonge,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,6.1
500,Feb '18,Yonge,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),7.3,6.7
501,Feb '18,Yonge,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.0,7.6
502,Feb '18,Yonge,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,10.0
503,Feb '18,Yonge,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.8,6.3
504,Feb '18,Yonge,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.2,6.1
505,Feb '18,Yonge,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),6.9,6.8
506,Feb '18,Yonge,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.8,6.2
507,Feb '18,Yonge,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),8.3,7.9
508,Feb '18,Yonge,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),8.1,8.1
509,Feb '18,Yonge,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,6.4
510,Feb '18,Yonge,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),7.6,6.0
511,Feb '18,Yonge,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.3,4.6
512,Mar '18,Bathurst,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.1,5.0
513,Mar '18,Bathurst,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),5.2,5.5
514,Mar '18,Bathurst,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.9,5.1
515,Mar '18,Bathurst,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),7.0,5.7
516,Mar '18,Bathurst,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.7,5.7
517,Mar '18,Bathurst,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),5.0,5.3
518,Mar '18,Bathurst,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.1,4.3
