_id,month,street,direction,from_intersection,to_intersection,day_type,time_period,baseline_travel_time,average_travel_time
519,Mar '18,Bathurst,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.3,5.8
520,Mar '18,Bathurst,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),5.4,5.6
521,Mar '18,Bathurst,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.6,6.2
522,Mar '18,Bathurst,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),6.1,6.2
523,Mar '18,Bathurst,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),5.5,6.9
524,Mar '18,Bathurst,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),5.3,6.1
525,Mar '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,4.6
526,Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.6,10.1
527,Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.7,10.5
528,Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.2,11.8
529,Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),13.7,13.1
530,Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),13.3,12.5
531,Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.9,11.7
532,Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.8,8.0
533,Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),9.4,9.2
534,Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),12.3,11.0
535,Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),13.8,12.4
536,Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.1,13.9
537,Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.9,13.7
538,Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),14.1,12.6
539,Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),9.4,8.6
540,Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.9,11.8
541,Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.5,11.9
542,Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),11.8,11.6
543,Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.3,16.0
544,Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),11.1,11.7
545,Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.4,12.5
546,Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.5,9.0
547,Mar '18,Front,Westbound,Yonge,Bathurst,Weekday,AM Peak (07:00-10:00),9.0,10.5
548,Mar '18,Front,Westbound,Yonge,Bathurst,Weekday,Evening (19:00-23:00),10.1,10.4
549,Mar '18,Front,Westbound,Yonge,Bathurst,Weekday,Midday (10:00-16:00),9.7,11.5
550,Mar '18,Front,Westbound,Yonge,Bathurst,Weekday,PM Peak (16:00-19:00),14.3,14.3
551,Mar '18,Front,Westbound,Yonge,Bathurst,Weekend,Afternoon (12:00-17:00),8.9,10.1
552,Mar '18,Front,Westbound,Yonge,Bathurst,Weekend,Evening (17:00-23:00),10.4,12.0
553,Mar '18,Front,Westbound,Yonge,Bathurst,Weekend,Morning (08:00-12:00),8.5,8.7
554,Mar '18,Jarvis,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),4.1,3.9
555,Mar '18,Jarvis,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),3.9,3.5
556,Mar '18,Jarvis,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),6.0,5.4
557,Mar '18,Jarvis,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),8.5,7.6
558,Jul '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,4.2
559,Mar '18,Jarvis,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.6,4.4
560,Mar '18,Jarvis,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.7,3.6
561,Mar '18,Jarvis,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),3.8,3.4
562,Mar '18,Jarvis,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),4.7,4.3
563,Mar '18,Jarvis,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,3.9
564,Mar '18,Jarvis,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.3,4.7
565,Mar '18,Jarvis,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),4.8,4.4
566,Mar '18,Jarvis,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.5,4.5
567,Mar '18,Jarvis,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.3,4.1
568,Mar '18,Jarvis,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.8,3.5
569,Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.3,11.4
570,Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.6,12.0
571,Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),14.0,13.8
572,Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),16.4,14.4
573,Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),14.5,16.0
574,Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),13.1,13.4
575,Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),9.5,9.9
576,Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),10.5,10.4
577,Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),11.7,11.3
578,Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),12.5,13.1
579,Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.3,14.9
580,Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.6,15.1
581,Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),12.6,12.3
582,Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),8.6,9.5
583,Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),8.8,8.9
584,Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),8.1,8.5
585,Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),11.4,11.3
586,Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),14.5,14.4
587,Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),8.2,10.8
588,Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),8.2,8.9
589,Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),6.3,6.8
590,Mar '18,Spadina,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.4
591,Mar '18,Spadina,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),6.8,6.4
592,Mar '18,Spadina,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.2,7.7
593,Mar '18,Spadina,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),12.1,8.8
594,Mar '18,Spadina,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.9,7.9
595,Mar '18,Spadina,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.7,7.2
596,Mar '18,Spadina,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),5.1,5.6
597,Mar '18,Spadina,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.8,5.4
598,Mar '18,Spadina,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.5,6.3
599,Mar '18,Spadina,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),7.1,7.2
600,Mar '18,Spadina,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),7.8,7.9
601,Mar '18,Spadina,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,8.7
602,Mar '18,Spadina,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),6.9,7.0
603,Mar '18,Spadina,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.9,5.3
604,Mar '18,University,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),3.0,3.4
605,Mar '18,University,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),4.2,4.6
606,Mar '18,University,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.8,5.2
607,Mar '18,University,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,9.0
608,Mar '18,University,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),3.0,4.0
609,Mar '18,University,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.6,4.3
610,Mar '18,University,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),2.8,3.2
611,Mar '18,University,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),8.4,7.6
612,Mar '18,University,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.9
613,Mar '18,University,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.4,5.4
614,Mar '18,University,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),5.1,5.5
615,Mar '18,University,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.0,4.8
616,Mar '18,University,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.4,4.8
617,Mar '18,University,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.3,3.6
618,Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,AM Peak (07:00-10:00),8.4,8.6
619,Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Evening (19:00-23:00),7.5,8.2
620,Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Midday (10:00-16:00),9.0,8.7
621,Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,PM Peak (16:00-19:00),10.9,10.2
622,Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Afternoon (12:00-17:00),9.0,9.7
623,Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Evening (17:00-23:00),7.3,8.1
624,Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Morning (08:00-12:00),7.5,7.7
625,Mar '18,Yonge,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.6
626,Mar '18,Yonge,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),7.3,6.4
627,Mar '18,Yonge,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.0,7.1
628,Mar '18,Yonge,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,9.2
629,Mar '18,Yonge,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.8,7.5
630,Mar '18,Yonge,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.2,7.0
631,Mar '18,Yonge,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.9,4.9
632,Mar '18,Yonge,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),6.9,5.6
633,Mar '18,Yonge,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.8,6.1
634,Mar '18,Yonge,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),8.3,7.0
635,Mar '18,Yonge,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),8.1,7.5
636,Mar '18,Yonge,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,7.8
637,Mar '18,Yonge,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),7.6,6.9
638,Mar '18,Yonge,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.3,4.3
639,Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.2,9.7
640,Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),10.0,10.1
641,Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.3,11.2
642,Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.5,16.2
643,Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),9.8,9.6
644,Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),9.5,9.0
645,Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),6.6,6.7
646,Apr '18,Bathurst,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.1,5.2
647,Apr '18,Bathurst,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),5.2,5.1
648,Apr '18,Bathurst,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.9,5.1
649,Apr '18,Bathurst,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),7.0,5.9
650,Apr '18,Bathurst,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.7,5.0
651,Apr '18,Bathurst,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),5.0,4.7
652,Apr '18,Bathurst,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.1,4.3
653,Apr '18,Bathurst,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.3,5.7
654,Apr '18,Bathurst,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),5.4,5.3
655,Apr '18,Bathurst,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.6,6.3
656,Apr '18,Bathurst,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),6.1,6.2
657,Apr '18,Bathurst,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),5.5,5.8
658,Apr '18,Bathurst,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),5.3,5.3
659,Apr '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,4.5
660,Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.6,10.7
661,Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.7,10.4
662,Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.2,12.1
663,Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),13.7,12.3
664,Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),13.3,11.5
665,Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.9,10.3
666,Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.8,8.2
667,Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),9.4,9.4
668,Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),12.3,10.9
669,Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),13.8,12.3
670,Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.1,13.4
671,Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.9,12.8
672,Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),14.1,10.8
673,Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),9.4,8.5
674,Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.9,11.7
675,Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.5,12.1
676,Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),11.8,11.9
677,Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.3,17.3
678,Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),11.1,11.7
679,Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.4,11.6
680,Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.5,9.2
681,Apr '18,Front,Westbound,Yonge,Bathurst,Weekday,AM Peak (07:00-10:00),9.0,9.5
682,Apr '18,Front,Westbound,Yonge,Bathurst,Weekday,Evening (19:00-23:00),10.1,12.7
683,Apr '18,Front,Westbound,Yonge,Bathurst,Weekday,Midday (10:00-16:00),9.7,10.6
684,Apr '18,Front,Westbound,Yonge,Bathurst,Weekday,PM Peak (16:00-19:00),14.3,15.9
685,Apr '18,Front,Westbound,Yonge,Bathurst,Weekend,Afternoon (12:00-17:00),8.9,11.1
686,Apr '18,Front,Westbound,Yonge,Bathurst,Weekend,Evening (17:00-23:00),10.4,10.6
687,Apr '18,Front,Westbound,Yonge,Bathurst,Weekend,Morning (08:00-12:00),8.5,8.7
688,Apr '18,Jarvis,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),4.1,4.1
689,Apr '18,Jarvis,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),3.9,3.6
690,Apr '18,Jarvis,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),6.0,6.1
691,Apr '18,Jarvis,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),8.5,10.3
692,Apr '18,Jarvis,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.6,4.2
693,Apr '18,Jarvis,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.7,3.7
694,Apr '18,Jarvis,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),3.8,3.5
695,Apr '18,Jarvis,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),4.7,4.3
696,Apr '18,Jarvis,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.0
697,Apr '18,Jarvis,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.3,4.9
698,Apr '18,Jarvis,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),4.8,4.6
699,Apr '18,Jarvis,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.5,4.8
700,Apr '18,Jarvis,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.3,4.3
701,Apr '18,Jarvis,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.8,3.7
702,Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.3,12.1
703,Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.6,11.7
704,Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),14.0,15.5
705,Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),16.4,13.6
706,Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),14.5,13.5
707,Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),13.1,10.9
708,Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),9.5,9.2
709,Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),10.5,10.3
710,Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),11.7,11.4
711,Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),12.5,13.0
712,Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.3,14.6
713,Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.6,12.9
714,Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),12.6,11.1
715,Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),8.6,8.5
716,Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),8.8,9.1
717,Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),8.1,8.1
718,Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),11.4,11.0
719,Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),14.5,14.1
720,Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),8.2,8.1
721,Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),8.2,7.6
722,Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),6.3,6.3
723,Apr '18,Spadina,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.6
724,Apr '18,Spadina,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),6.8,5.9
725,Apr '18,Spadina,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.2,9.3
726,Apr '18,Spadina,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),12.1,10.8
727,Apr '18,Spadina,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.9,6.7
728,Apr '18,Spadina,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.7,13.3
729,Apr '18,Spadina,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),5.1,5.2
730,Apr '18,Spadina,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.8,5.7
731,Apr '18,Spadina,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.5,6.3
732,Apr '18,Spadina,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),7.1,7.2
733,Apr '18,Spadina,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),7.8,7.4
734,Apr '18,Spadina,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,7.2
735,Apr '18,Spadina,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),6.9,6.1
736,Apr '18,Spadina,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.9,5.1
737,Apr '18,University,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),3.0,3.4
738,Apr '18,University,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),4.2,4.4
739,Apr '18,University,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.8,5.6
740,Apr '18,University,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,10.1
741,Apr '18,University,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),3.0,4.2
742,Apr '18,University,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.6,4.4
743,Apr '18,University,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),2.8,3.0
744,Apr '18,University,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),8.4,7.6
745,Apr '18,University,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.9
746,Apr '18,University,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.4,5.8
747,Apr '18,University,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),5.1,5.4
748,Apr '18,University,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.0,4.6
749,Apr '18,University,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.4,4.5
750,Apr '18,University,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.3,3.6
751,Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,AM Peak (07:00-10:00),8.4,8.9
752,Jun '18,University,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.0,4.5
753,Jun '18,University,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.4,5.1
754,Jun '18,University,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.3,3.8
755,Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,AM Peak (07:00-10:00),8.4,9.2
756,Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Evening (19:00-23:00),7.5,8.0
757,Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Midday (10:00-16:00),9.0,10.3
758,Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,PM Peak (16:00-19:00),10.9,13.3
759,Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Afternoon (12:00-17:00),9.0,8.9
760,Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Evening (17:00-23:00),7.3,8.3
761,Jun '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Morning (08:00-12:00),7.5,8.1
762,Jun '18,Yonge,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,6.1
763,Jun '18,Yonge,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),7.3,7.4
764,Jun '18,Yonge,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.0,8.3
765,Jun '18,Yonge,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,12.0
766,Jun '18,Yonge,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.8,8.4
767,Jun '18,Yonge,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.2,8.1
768,Jun '18,Yonge,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.9,5.4
769,Jun '18,Yonge,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),6.9,6.7
770,Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Evening (19:00-23:00),7.5,8.0
771,Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Midday (10:00-16:00),9.0,9.5
772,Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,PM Peak (16:00-19:00),10.9,11.4
773,Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Afternoon (12:00-17:00),9.0,8.7
774,Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Evening (17:00-23:00),7.3,7.9
775,Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Morning (08:00-12:00),7.5,8.3
776,Apr '18,Yonge,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.7
777,Apr '18,Yonge,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),7.3,6.8
778,Apr '18,Yonge,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.0,7.4
